REG_DATE,P_TYPE,CTRY_1,CTRY_2,P_PURPOSE,CATEGORY_1,CATEGORY_2,P_NAME,P_IMPORT_TYPE,P_PRICE
2020-08-17,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.50 
2020-08-24,수산물,불가리아,불가리아,판매용,패류 멍게류,고동,피뿔고둥,"냉동,살,자숙",8.03 
2020-08-24,수산물,브라질,브라질,판매용,어류,가오리,가오리,냉동,4.10 
2020-08-24,수산물,칠레,칠레,판매용,어류,연어,은연어,냉동,4.70 
2020-08-24,수산물,중국,중국,판매용,어류,갈치,갈치,냉동,6.09 
2020-08-24,수산물,중국,중국,판매용,어류,대구,대구,건조,7.45 
2020-08-24,수산물,중국,중국,판매용,어류,도미 감성돔 돔류,감성돔,활,13.00 
2020-08-24,수산물,중국,중국,판매용,어류,아귀,아귀,"냉동,필렛(F)",3.02 
2020-08-24,수산물,중국,중국,판매용,갑각류,새우,흰다리새우,"냉동,살",6.44 
2020-08-24,수산물,중국,중국,판매용,패류 멍게류,바지락,바지락,"냉동,살,자숙",2.77 
2020-08-24,수산물,중국,중국,판매용,패류 멍게류,가리비,가리비,"냉동,살,자숙",2.55 
2020-08-24,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.97 
2020-08-24,수산물,중국,중국,판매용,패류 멍게류,개불,개불,활,14.45 
2020-08-24,수산물,중국,중국,판매용,젓갈류 해조류 해파리,해파리,해파리,염장,2.89 
2020-08-24,수산물,스페인,스페인,판매용,어류,참치 새치류 ,대서양참다랑어,냉장,29.69 
2020-08-24,수산물,영국,영국,판매용,어류,연어,연어,냉장,9.82 
2020-08-24,수산물,영국,영국,자사제품제조용,패류 멍게류,골뱅이,골뱅이,"냉동,살,자숙",12.38 
2020-08-24,수산물,기니,기니,판매용,갑각류,새우,홍다리얼룩새우,냉동,14.96 
2020-08-24,수산물,인도네시아,인도네시아,판매용,패류 멍게류,전복,전복,"냉동,살,자숙",20.51 
2020-08-24,수산물,인도네시아,인도네시아,판매용,연체류 해물모듬,갑오징어,갑오징어,냉동,4.55 
2020-08-24,수산물,인도네시아,인도네시아,판매용,기타 수입식품,자라,식용자라,활,10.25 
2020-08-24,수산물,인도네시아,미국,판매용,어류,틸라피아(역돔),틸라피아,"냉동,필렛(F)",10.97 
2020-08-24,수산물,인도,인도,판매용,갑각류,게,게,냉동,2.89 
2020-08-24,수산물,일본,일본,판매용,어류,도미 감성돔 돔류,황돔,냉동,5.52 
2020-08-24,수산물,스리랑카,스리랑카,판매용,어류,멸치,멸치,건조,7.03 
2020-08-24,수산물,마다가스카르,마다가스카르,판매용,연체류 해물모듬,문어,문어,냉동,4.97 
2020-08-24,수산물,모리타니,모리타니,판매용,패류 멍게류,고동,위고둥,"냉동,살,자숙",10.02 
2020-08-24,수산물,말레이시아,말레이시아,판매용,갑각류,새우,흰다리새우,냉동,7.71 
2020-08-24,수산물,말레이시아,말레이시아,판매용,갑각류,새우,홍다리얼룩새우,냉동,10.38 
2020-08-24,수산물,나미비아,나미비아,판매용,어류,상어 고래,청상아리,냉동,2.67 
2020-08-24,수산물,노르웨이,중국,판매용,어류,고등어,고등어,"냉동,필렛(F)",4.23 
2020-08-24,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",13.38 
2020-08-24,수산물,노르웨이,대만,판매용,어류,연어,대서양연어,"냉동,필렛(F)",16.35 
2020-08-24,수산물,노르웨이,베트남,판매용,어류,고등어,고등어,"냉동,필렛(F)",4.51 
2020-08-24,수산물,뉴질랜드,뉴질랜드,판매용,연체류 해물모듬,오징어,오징어,냉동,3.16 
2020-08-24,수산물,필리핀,필리핀,판매용,연체류 해물모듬,문어,문어,"냉동,슬라이스(S),자숙",6.89 
2020-08-24,수산물,러시아,중국,판매용,어류,명태,명태,"건조,필렛(F)",10.55 
2020-08-24,수산물,러시아,러시아,판매용,어류,가자미,가자미,냉동,0.70 
2020-08-24,수산물,러시아,러시아,판매용,어류,대구,대구,냉동,1.10 
2020-08-24,수산물,러시아,러시아,판매용,갑각류,게,대게,"냉동,자숙,절단",23.03 
2020-08-24,수산물,러시아,러시아,외화획득용 제품,갑각류,게,대게,"냉동,자숙,절단",17.00 
2020-08-24,수산물,세네갈,세네갈,판매용,어류,조기 보구치 강다리,긴가이석태,냉동,5.73 
2020-08-24,수산물,대만,일본,판매용,어류,참치 새치류 ,황다랑어,"냉동,필렛(F),횟감",7.22 
2020-08-24,수산물,대만,대만,판매용,어류,상어 고래,청상아리,냉동,2.99 
2020-08-24,수산물,미국,중국,판매용,어류,우럭 볼락,장문볼락,"냉동,필렛(F)",4.86 
2020-08-24,수산물,미국,미국,판매용,어류,대구,대구,"냉동,곤이",1.65 
2020-08-24,수산물,미국,미국,판매용,어류,홍어,홍어,냉동,4.71 
2020-08-24,수산물,베트남,베트남,판매용,어류,틸라피아(역돔),틸라피아,냉동,2.47 
2020-08-24,수산물,베트남,베트남,판매용,어류,밴댕이,밴댕이,건조,3.07 
2020-08-24,수산물,베트남,베트남,판매용,갑각류,새우,흰다리새우,"냉동,살,포장횟감",11.19 
2020-08-24,수산물,베트남,베트남,판매용,갑각류,새우,흰다리새우,"냉동,자숙",6.04 
2020-08-24,수산물,바누아투,일본,판매용,어류,참치 새치류 ,황새치,"냉동,목살",3.29 
2020-08-24,수산물,아르헨티나,아르헨티나,판매용,연체류 해물모듬,오징어,오징어,냉동,3.37 
2020-08-24,수산물,캐나다,캐나다,판매용,갑각류,가재 랍스타,바닷가재,냉동,37.30 
2020-08-24,수산물,중국,중국,판매용,어류,쏘가리,쏘가리,활,27.42 
2020-08-24,수산물,중국,중국,판매용,어류,잉어,잉어,활,2.42 
2020-08-24,수산물,중국,중국,판매용,어류,잉어,이스라엘잉어,활,2.30 
2020-08-24,수산물,중국,중국,판매용,어류,도미 감성돔 돔류,참돔,활,6.04 
2020-08-24,수산물,중국,중국,판매용,어류,민어 점성어,큰민어,활,7.67 
2020-08-24,수산물,중국,중국,판매용,패류 멍게류,홍합,홍합,"냉동,살,자숙",1.94 
2020-08-24,수산물,중국,중국,판매용,알 곤이류,성게알,성게알,"냉장,횟감",119.11 
2020-08-24,수산물,콜롬비아,콜롬비아,판매용,갑각류,새우,흰다리새우,냉동,5.10 
2020-08-24,수산물,스페인,스페인,판매용,연체류 해물모듬,오징어,오징어,냉동,3.33 
2020-08-24,수산물,일본,일본,판매용,어류,장어,먹장어,활,8.22 
2020-08-24,수산물,모로코,모로코,판매용,젓갈류 해조류 해파리,가사리,우뭇가사리,건조,3.30 
2020-08-24,수산물,모로코,모로코,판매용,어류,장어,뱀장어,활,15.28 
2020-08-24,수산물,멕시코,멕시코,판매용,어류,참치 새치류 ,참다랑어,냉장,20.99 
2020-08-24,수산물,멕시코,멕시코,판매용,갑각류,게,게,냉동,3.46 
2020-08-24,수산물,뉴질랜드,뉴질랜드,판매용,알 곤이류,호키(새꼬리민태)알,새꼬리민태알,"냉동,알",4.30 
2020-08-24,수산물,뉴질랜드,뉴질랜드,판매용,패류 멍게류,홍합,홍합,"냉동,자숙,한쪽껍질붙은",6.66 
2020-08-24,수산물,오만,오만,판매용,어류,갈치,갈치,냉동,4.35 
2020-08-24,수산물,필리핀,필리핀,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",8.71 
2020-08-24,수산물,러시아,중국,판매용,어류,대구,대구,"냉동,필렛(F)",5.30 
2020-08-24,수산물,러시아,중국,판매용,어류,명태,명태,건조,8.39 
2020-08-24,수산물,러시아,중국,판매용,어류,명태,명태,"건조,껍질",3.44 
2020-08-24,수산물,러시아,중국,판매용,어류,명태,명태,냉동,2.04 
2020-08-24,수산물,러시아,러시아,판매용,어류,가오리,가오리,냉동,1.66 
2020-08-24,수산물,러시아,러시아,자사제품제조용,갑각류,게,대게,냉장,3.40 
2020-08-24,수산물,태국,태국,판매용,갑각류,새우,흰다리새우,"냉동,살,자숙,포장횟감",19.65 
2020-08-24,수산물,태국,태국,판매용,갑각류,새우,흰다리새우,"냉동,살",12.22 
2020-08-24,수산물,터키,터키,판매용,패류 멍게류,고동,피뿔고둥,"냉동,살,자숙",7.84 
2020-08-24,수산물,대만,일본,판매용,어류,참치 새치류 ,눈다랑어,"냉동,필렛(F),횟감",11.41 
2020-08-24,수산물,대만,대만,외화획득용 원료,어류,참치 새치류 ,기름치,냉동,3.54 
2020-08-24,수산물,미국,중국,판매용,어류,가자미,첨치가자미,"냉동,필렛(F)",2.83 
2020-08-24,수산물,미국,미국,판매용,갑각류,새우,북쪽분홍새우,냉동,2.90 
2020-08-24,수산물,아르헨티나,아르헨티나,판매용,어류,가오리,가오리,냉동,4.55 
2020-08-24,수산물,아르헨티나,아르헨티나,판매용,어류,홍어,홍어,냉동,7.15 
2020-08-24,수산물,바레인,바레인,판매용,갑각류,게,꽃게,"냉동,절단",5.10 
2020-08-24,수산물,캐나다,캐나다,판매용,알 곤이류,성게알,성게알,"냉장,횟감",104.48 
2020-08-24,수산물,중국,중국,판매용,어류,능성어 붉바리 바리,"바리,교잡종",활,11.21 
2020-08-24,수산물,중국,중국,판매용,어류,도미 감성돔 돔류,동갈돗돔,활,6.94 
2020-08-24,수산물,중국,중국,판매용,패류 멍게류,가리비,가리비,활,3.29 
2020-08-24,수산물,중국,중국,판매용,패류 멍게류,조개,가무락조개,활,2.07 
2020-08-24,수산물,스페인,스페인,판매용,어류,참치 새치류 ,대서양참다랑어,"냉장,필렛(F),횟감",40.77 
2020-08-24,수산물,인도네시아,인도네시아,판매용,연체류 해물모듬,낙지,낙지,냉동,4.51 
2020-08-24,수산물,일본,일본,판매용,패류 멍게류,조개 백합 대합,비너스백합,활,1.25 
2020-08-24,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",14.98 
2020-08-24,수산물,러시아,러시아,판매용,갑각류,게,대게,냉장,3.24 
2020-08-24,수산물,태국,태국,판매용,연체류 해물모듬,낙지,낙지,냉동,6.52 
2020-08-24,수산물,태국,태국,판매용,젓갈류 해조류 해파리,해파리,해파리,염장,2.85 
2020-08-24,수산물,대만,일본,판매용,어류,참치 새치류 ,눈다랑어,"냉동,목살",3.51 
2020-08-24,수산물,미국,중국,판매용,어류,명태,명태,"냉동,필렛(F)",3.36 
2020-08-24,수산물,미국,미국,판매용,어류,가오리,가오리,냉동,1.99 
2020-08-24,수산물,베트남,베트남,판매용,갑각류,새우,흰다리새우,"냉동,살,자숙",7.82 
2020-08-24,수산물,베트남,베트남,판매용,갑각류,새우,흰다리새우,"냉동,살,자숙,포장횟감",16.10 
2020-08-24,수산물,베트남,베트남,판매용,연체류 해물모듬,갑오징어,갑오징어,냉동,4.11 
2020-08-24,수산물,칠레,칠레,판매용,어류,연어,대서양연어,냉동,4.52 
2020-08-24,수산물,중국,중국,판매용,어류,메기 동자개,동자개,활,6.80 
2020-08-24,수산물,중국,중국,판매용,패류 멍게류,조개 백합 대합,백합,활,2.09 
2020-08-24,수산물,중국,홍콩,판매용,어류,부세,부세,냉동,3.61 
2020-08-24,수산물,일본,일본,외화획득용 원료,어류,참치 새치류 ,기름치,냉동,3.90 
2020-08-24,수산물,말레이시아,말레이시아,판매용,연체류 해물모듬,낙지,낙지,냉동,5.97 
2020-08-24,수산물,말레이시아,말레이시아,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉동,5.73 
2020-08-24,수산물,파키스탄,파키스탄,판매용,갑각류,게,게,"냉동,절단",3.45 
2020-08-24,수산물,세네갈,세네갈,판매용,어류,조기 보구치 강다리,영상가이석태,냉동,5.15 
2020-08-24,수산물,태국,태국,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉동,7.09 
2020-08-24,수산물,태국,태국,자사제품제조용,젓갈류 해조류 해파리,해파리,해파리,염장,2.31 
2020-08-24,수산물,베트남,베트남,판매용,갑각류,새우,젓새우,염장,0.52 
2020-08-24,수산물,일본,일본,판매용,패류 멍게류,멍게,멍게,활,2.32 
2020-08-24,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.35 
2020-08-24,수산물,파키스탄,파키스탄,판매용,갑각류,게,게,냉동,3.44 
2020-08-24,수산물,러시아,중국,판매용,어류,명태,명태,"냉동,필렛(F)",3.01 
2020-08-24,수산물,태국,태국,판매용,연체류 해물모듬,갑오징어,갑오징어,냉장,10.48 
2020-08-24,수산물,캐나다,캐나다,판매용,갑각류,가재 랍스타,바닷가재,"냉동,자숙",14.85 
2020-08-24,수산물,칠레,칠레,판매용,어류,연어,연어,냉장,8.33 
2020-08-24,수산물,중국,중국,판매용,어류,미꾸라지,미꾸라지,활,3.57 
2020-08-24,수산물,중국,중국,판매용,어류,전갱기 매가리,"전갱이,POMPANO",활,10.53 
2020-08-24,수산물,일본,일본,판매용,어류,갈치,갈치,냉장,9.12 
2020-08-24,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",25.20 
2020-08-24,수산물,미국,미국,판매용,어류,대구,대구,"냉동,목살",2.25 
2020-08-24,수산물,미국,미국,판매용,어류,장어,먹장어,활,8.19 
2020-08-24,수산물,미국,미국,판매용,갑각류,가재 랍스타,바다가재,활,18.06 
2020-08-24,수산물,기니,기니,판매용,어류,서대 박대 페루다,서대,냉동,3.14 
2020-08-24,수산물,일본,일본,판매용,어류,홍어,홍어,냉장,3.81 
2020-08-24,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",2.60 
2020-08-24,수산물,중국,중국,판매용,어류,아귀,아귀,냉동,1.14 
2020-08-24,수산물,중국,중국,판매용,갑각류,새우,새우,건조,11.66 
2020-08-24,수산물,기니,기니,판매용,어류,조기 보구치 강다리,영상가이석태,냉동,4.71 
2020-08-24,수산물,기니,기니,판매용,어류,조기 보구치 강다리,긴가이석태,냉동,5.63 
2020-08-24,수산물,일본,일본,판매용,어류,명태,명태,냉장,5.37 
2020-08-24,수산물,일본,일본,판매용,어류,도미 감성돔 돔류,참돔,활,5.91 
2020-08-24,수산물,노르웨이,노르웨이,판매용,어류,고등어,고등어,냉동,1.98 
2020-08-24,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",2.05 
2020-08-24,수산물,러시아,일본,판매용,알 곤이류,성게알,성게알,"냉장,횟감",334.46 
2020-08-24,수산물,중국,중국,판매용,패류 멍게류,조개 백합 대합,"백합,MERCENARIA MERCENARIA",활,1.00 
2020-08-24,수산물,중국,중국,판매용,패류 멍게류,조개,개조개,활,2.34 
2020-08-24,수산물,러시아,러시아,외화획득용 제품,어류,명태,명태,냉동,1.33 
2020-08-24,수산물,베트남,베트남,판매용,연체류 해물모듬,낙지,낙지,냉동,6.55 
2020-08-24,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",1.68 
2020-08-24,수산물,중국,중국,판매용,갑각류,새우,젓새우,염장,1.12 
2020-08-24,수산물,에콰도르,에콰도르,판매용,갑각류,새우,흰다리새우,냉동,6.14 
2020-08-24,수산물,러시아,러시아,판매용,어류,명태,명태,냉동,1.21 
2020-08-24,수산물,베트남,베트남,판매용,갑각류,새우,흰다리새우,"냉동,살",8.55 
2020-08-24,수산물,태국,태국,판매용,연체류 해물모듬,낙지,낙지,냉장,10.30 
2020-08-24,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",2.56 
2020-08-24,수산물,중국,중국,판매용,어류,민어 점성어,홍민어,활,4.59 
2020-08-24,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.94 
2020-08-24,수산물,중국,중국,판매용,연체류 해물모듬,낙지,낙지,냉동,5.70 
2020-08-24,수산물,러시아,중국,판매용,어류,가자미,각시가자미,냉동,1.71 
2020-08-24,수산물,중국,중국,판매용,어류,장어,뱀장어,활,13.83 
2020-08-24,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",4.39 
2020-08-24,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",1.57 
2020-08-24,수산물,중국,중국,판매용,어류,농어,농어,활,7.00 
2020-08-24,수산물,노르웨이,노르웨이,판매용,갑각류,게,왕게,활,36.88 
2020-08-24,수산물,세네갈,세네갈,판매용,어류,갈치,갈치,냉동,5.31 
2020-08-24,수산물,중국,중국,판매용,갑각류,게,꽃게,"냉동,절단",3.51 
2020-08-24,수산물,중국,중국,판매용,패류 멍게류,바지락,바지락,활,1.11 
2020-08-24,수산물,태국,태국,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉장,7.69 
2020-08-24,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",2.06 
2020-08-24,수산물,일본,일본,판매용,패류 멍게류,가리비,가리비,활,3.68 
2020-08-24,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,냉동,3.45 
2020-08-24,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",13.71 
2020-08-24,수산물,베트남,베트남,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉동,6.01 
2020-08-24,수산물,캐나다,캐나다,판매용,갑각류,가재 랍스타,바다가재,활,25.19 
2020-08-24,수산물,러시아,러시아,판매용,갑각류,게,대게,활,19.59 
2020-08-24,수산물,중국,중국,판매용,연체류 해물모듬,낙지,낙지,냉장,10.80 
2020-08-24,수산물,중국,중국,판매용,갑각류,게,꽃게,냉동,4.00 
2020-08-24,수산물,중국,중국,판매용,연체류 해물모듬,낙지,낙지,활,23.07 
2020-08-24,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.16 
2020-08-31,수산물,중국,중국,판매용,어류,민물붕어,쌍지붕어,활,3.50 
2020-08-31,수산물,중국,중국,판매용,어류,참치 새치류 ,황새치,냉동,4.45 
2020-08-31,수산물,중국,중국,판매용,어류,도미 감성돔 돔류,참돔,활,6.50 
2020-08-31,수산물,중국,중국,판매용,어류,민어 점성어,큰민어,활,7.00 
2020-08-31,수산물,중국,중국,판매용,어류,조기 보구치 강다리 ,참조기,냉동,4.46 
2020-08-31,수산물,중국,중국,판매용,갑각류,가재 랍스타,민물가재,"냉동,자숙",8.53 
2020-08-31,수산물,중국,중국,판매용,패류 멍게류,홍합,홍합,"냉동,살,자숙",2.03 
2020-08-31,수산물,중국,중국,판매용,패류 멍게류,가리비,가리비,"냉동,한쪽껍질붙은",4.06 
2020-08-31,수산물,중국,중국,판매용,패류 멍게류,조개,가무락조개,활,2.30 
2020-08-31,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.98 
2020-08-31,수산물,스페인,스페인,판매용,어류,참치 새치류 ,대서양참다랑어,냉장,29.52 
2020-08-31,수산물,영국,영국,자사제품제조용,패류 멍게류,골뱅이,골뱅이,"냉동,살,자숙",10.93 
2020-08-31,수산물,감비아,감비아,판매용,어류,조기 보구치 강다리,영상가이석태,냉동,5.36 
2020-08-31,수산물,감비아,감비아,판매용,어류,조기 보구치 강다리,긴가이석태,냉동,8.11 
2020-08-31,수산물,기니,기니,판매용,연체류 해물모듬,갑오징어,갑오징어,냉동,2.05 
2020-08-31,수산물,인도네시아,인도네시아,판매용,알 곤이류,날치알,날치알,"건조,알,캐비아대용",43.12 
2020-08-31,수산물,인도네시아,인도네시아,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉동,5.57 
2020-08-31,수산물,인도네시아,인도네시아,판매용,패류 멍게류,해삼,해삼,"건조,자숙",88.93 
2020-08-31,수산물,인도,인도,판매용,갑각류,게,게,"냉동,절단",3.27 
2020-08-31,수산물,인도,인도,판매용,갑각류,새우,흰다리새우,"냉동,살",7.20 
2020-08-31,수산물,이탈리아,일본,판매용,어류,참치 새치류 ,참다랑어,"냉동,필렛(F),횟감",32.85 
2020-08-31,수산물,이탈리아,일본,판매용,어류,참치 새치류 ,참다랑어,"냉동,목살",11.14 
2020-08-31,수산물,일본,일본,판매용,어류,참치 새치류 ,눈다랑어,"냉동,목살",3.66 
2020-08-31,수산물,일본,일본,판매용,어류,갈치,갈치,냉장,11.25 
2020-08-31,수산물,일본,일본,판매용,어류,능성어 붉바리 바리,능성어,활,16.71 
2020-08-31,수산물,일본,일본,판매용,어류,전갱기 매가리,흑점줄전갱이,활,17.38 
2020-08-31,수산물,일본,일본,판매용,어류,장어,먹장어,활,8.73 
2020-08-31,수산물,일본,일본,판매용,패류 멍게류,가리비,가리비,"냉동,개아지살,살,포장횟감",29.51 
2020-08-31,수산물,대한민국,일본,판매용,어류,참치 새치류 ,남방참다랑어,"냉동,목살",4.71 
2020-08-31,수산물,스리랑카,스리랑카,판매용,어류,멸치,멸치,건조,5.67 
2020-08-31,수산물,리비아,일본,판매용,어류,참치 새치류 ,참다랑어,"냉동,필렛(F),횟감",42.21 
2020-08-31,수산물,모로코,일본,판매용,어류,참치 새치류 ,참다랑어,"냉동,필렛(F)",26.87 
2020-08-31,수산물,모로코,일본,판매용,어류,참치 새치류 ,참다랑어,"냉동,목살",11.26 
2020-08-31,수산물,모로코,모로코,판매용,어류,장어,뱀장어,활,15.29 
2020-08-31,수산물,몰타,일본,판매용,어류,참치 새치류 ,참다랑어,"냉동,목살",10.83 
2020-08-31,수산물,말레이시아,말레이시아,판매용,갑각류,새우,흰다리새우,냉동,7.09 
2020-08-31,수산물,노르웨이,중국,판매용,어류,가자미,검정가자미,"냉동,필렛(F)",11.08 
2020-08-31,수산물,노르웨이,베트남,판매용,어류,고등어,고등어,"냉동,필렛(F)",4.51 
2020-08-31,수산물,뉴질랜드,뉴질랜드,판매용,연체류 해물모듬,오징어,오징어,냉동,3.70 
2020-08-31,수산물,뉴질랜드,뉴질랜드,외화획득용 제품,연체류 해물모듬,오징어,오징어,냉동,4.20 
2020-08-31,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,다리",2.30 
2020-08-31,수산물,필리핀,필리핀,판매용,패류 멍게류,전복,전복,"냉동,살,자숙",22.68 
2020-08-31,수산물,필리핀,필리핀,판매용,패류 멍게류,해삼,해삼,"건조,자숙",69.10 
2020-08-31,수산물,러시아,중국,판매용,어류,명태,명태,"냉동,필렛(F)",3.47 
2020-08-31,수산물,러시아,러시아,판매용,어류,명태,명태,"냉동,필렛(F)",1.68 
2020-08-31,수산물,러시아,러시아,외화획득용 제품,어류,양미리 정어리,정어리,냉동,0.50 
2020-08-31,수산물,러시아,러시아,자사제품제조용,갑각류,게,대게,냉장,3.61 
2020-08-31,수산물,세이셸,일본,판매용,어류,참치 새치류 ,눈다랑어,"냉동,필렛(F),횟감",12.09 
2020-08-31,수산물,세이셸,대만,판매용,어류,상어 고래,청상아리,냉동,3.15 
2020-08-31,수산물,시에라리온,시에라리온,판매용,어류,서대 박대 페루다,홍서대,냉동,3.43 
2020-08-31,수산물,시에라리온,시에라리온,판매용,어류,조기 보구치 강다리,영상가이석태,냉동,3.82 
2020-08-31,수산물,시에라리온,시에라리온,판매용,어류,조기 보구치 강다리,긴가이석태,냉동,4.56 
2020-08-31,수산물,세네갈,세네갈,판매용,어류,갈치,갈치,"냉동,필렛(F)",4.64 
2020-08-31,수산물,세네갈,세네갈,판매용,어류,서대 박대 페루다,서대,냉동,1.39 
2020-08-31,수산물,세네갈,세네갈,판매용,어류,조기 보구치 강다리,긴가이석태,냉동,6.15 
2020-08-31,수산물,태국,태국,판매용,갑각류,새우,흰다리새우,"냉동,자숙",12.01 
2020-08-31,수산물,터키,일본,판매용,어류,참치 새치류 ,참다랑어,"냉동,목살",10.28 
2020-08-31,수산물,터키,터키,판매용,패류 멍게류,고동,피뿔고둥,"냉동,살,자숙",7.45 
2020-08-31,수산물,대만,대만,판매용,어류,상어 고래,청상아리,냉동,2.85 
2020-08-31,수산물,미국,미국,판매용,어류,대구,대구,"냉동,머리",1.96 
2020-08-31,수산물,미국,미국,판매용,어류,장어,먹장어,활,6.80 
2020-08-31,수산물,미국,미국,판매용,어류,가자미,각시가자미,냉동,1.00 
2020-08-31,수산물,미국,미국,판매용,갑각류,가재 랍스타,바다가재,활,20.97 
2020-08-31,수산물,미국,베트남,판매용,어류,명태,명태,"냉동,창난",1.25 
2020-08-31,수산물,베트남,베트남,판매용,어류,메기 동자개,메기,냉동,2.17 
2020-08-31,수산물,베트남,베트남,판매용,어류,가오리,가오리,냉동,3.60 
2020-08-31,수산물,베트남,베트남,판매용,갑각류,새우,홍다리얼룩새우,"냉동,살",14.14 
2020-08-31,수산물,베트남,베트남,판매용,패류 멍게류,고동,갯고둥,"냉동,자숙",0.92 
2020-08-31,수산물,베트남,베트남,판매용,연체류 해물모듬,문어,문어,"냉동,슬라이스(S),자숙,포장횟감",17.99 
2020-08-31,수산물,베트남,베트남,판매용,연체류 해물모듬,쭈꾸미,주꾸미,"냉동,자숙,포장횟감",14.57 
2020-08-31,수산물,베트남,베트남,판매용,연체류 해물모듬,오징어,화살오징어,"냉동,슬라이스(S),포장횟감",14.54 
2020-08-31,수산물,예멘,예멘,판매용,어류,갈치,갈치,냉동,3.38 
2020-08-31,수산물,호주,일본,판매용,어류,참치 새치류 ,남방참다랑어,"냉동,목살",5.59 
2020-08-31,수산물,브라질,브라질,판매용,어류,가오리,가오리,냉동,4.08 
2020-08-31,수산물,캐나다,캐나다,판매용,갑각류,가재 랍스타,바닷가재,"냉동,자숙",15.68 
2020-08-31,수산물,캐나다,캐나다,판매용,알 곤이류,성게알,성게알,"냉장,횟감",112.13 
2020-08-31,수산물,중국,중국,판매용,어류,잉어,잉어,활,2.01 
2020-08-31,수산물,중국,중국,판매용,어류,복어,자주복,활,18.50 
2020-08-31,수산물,중국,중국,판매용,어류,부세,부세,냉동,3.60 
2020-08-31,수산물,중국,중국,판매용,어류,능성어 붉바리 바리,"바리,교잡종",활,9.46 
2020-08-31,수산물,중국,중국,판매용,어류,복어,까치복,냉동,1.59 
2020-08-31,수산물,중국,중국,판매용,패류 멍게류,바지락,바지락,"냉동,살,자숙",2.26 
2020-08-31,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",2.16 
2020-08-31,수산물,기니,기니,판매용,어류,갈치,갈치,냉동,1.42 
2020-08-31,수산물,인도네시아,인도네시아,판매용,연체류 해물모듬,갑오징어,갑오징어,냉동,6.03 
2020-08-31,수산물,일본,일본,판매용,어류,참치 새치류 ,참다랑어,냉장,31.47 
2020-08-31,수산물,일본,일본,판매용,어류,참치 새치류 ,눈다랑어,"냉동,필렛(F),횟감",14.04 
2020-08-31,수산물,일본,일본,판매용,어류,도미 감성돔 돔류,황돔,냉장,5.68 
2020-08-31,수산물,일본,일본,판매용,어류,방어,잿방어,활,14.83 
2020-08-31,수산물,멕시코,멕시코,판매용,어류,참치 새치류 ,참다랑어,냉장,20.87 
2020-08-31,수산물,말레이시아,말레이시아,판매용,패류 멍게류,전복,전복,"냉동,살,자숙",17.46 
2020-08-31,수산물,말레이시아,말레이시아,판매용,연체류 해물모듬,갑오징어,갑오징어,냉동,4.11 
2020-08-31,수산물,노르웨이,노르웨이,판매용,어류,고등어,고등어,냉동,2.06 
2020-08-31,수산물,오만,오만,판매용,어류,갈치,갈치,냉동,4.19 
2020-08-31,수산물,러시아,중국,판매용,어류,명태,명태,"건조,껍질",2.29 
2020-08-31,수산물,러시아,러시아,판매용,어류,명태,명태,"냉동,곤이",1.75 
2020-08-31,수산물,베트남,베트남,판매용,어류,밴댕이,밴댕이,건조,3.66 
2020-08-31,수산물,베트남,베트남,판매용,갑각류,새우,흰다리새우,"냉동,살,자숙",6.70 
2020-08-31,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",2.27 
